Game_Date,Sport,League_ID,Game_Status,Home_Team,Away_Team,Home_Score_Final,Away_Score_Final,Game_ID
2024-03-10 07:00:00,Football,39,Match Finished,West Ham,Burnley,2,2,1035452
2024-03-10 07:00:00,Football,39,Match Finished,Brighton,Nottingham Forest,1,0,1035447
2024-03-10 08:45:00,Football,39,Match Finished,Liverpool,Manchester City,1,1,1035450
2024-03-11 13:00:00,Football,39,Match Finished,Chelsea,Newcastle,3,2,1035448
2024-03-13 12:30:00,Football,39,Match Finished,Bournemouth,Luton,4,3,1035334
2024-03-16 08:00:00,Football,39,Match Finished,Burnley,Brentford,2,1,1035456
2024-03-16 08:00:00,Football,39,Match Finished,Luton,Nottingham Forest,1,1,1035460
2024-03-16 10:30:00,Football,39,Match Finished,Fulham,Tottenham,3,0,1035459
2024-03-17 07:00:00,Football,39,Match Finished,West Ham,Aston Villa,1,1,1035462
2024-03-30 05:30:00,Football,39,Match Finished,Newcastle,West Ham,4,3,1035470
2024-03-30 08:00:00,Football,39,Match Finished,Bournemouth,Everton,2,1,1035464
2024-03-30 08:00:00,Football,39,Match Finished,Tottenham,Luton,2,1,1035473
2024-03-30 08:00:00,Football,39,Match Finished,Chelsea,Burnley,2,2,1035467
2024-03-30 08:00:00,Football,39,Match Finished,Sheffield Utd,Fulham,3,3,1035472
2024-03-30 08:00:00,Football,39,Match Finished,Nottingham Forest,Crystal Palace,1,1,1035471
2024-03-30 10:30:00,Football,39,Match Finished,Aston Villa,Wolves,2,0,1035465
2024-03-30 13:00:00,Football,39,Match Finished,Brentford,Manchester United,1,1,1035466
2024-03-31 06:00:00,Football,39,Match Finished,Liverpool,Brighton,2,1,1035468
2024-03-31 08:30:00,Football,39,Match Finished,Manchester City,Arsenal,0,0,1035469
2024-04-02 11:30:00,Football,39,Match Finished,Newcastle,Everton,1,1,1035481
2024-04-02 11:30:00,Football,39,Match Finished,Nottingham Forest,Fulham,3,1,1035478
2024-04-02 11:45:00,Football,39,Match Finished,Bournemouth,Crystal Palace,1,0,1035474
2024-04-02 11:45:00,Football,39,Match Finished,Burnley,Wolves,1,1,1035477
2024-04-02 12:15:00,Football,39,Match Finished,West Ham,Tottenham,1,1,1035479
2024-04-03 11:30:00,Football,39,Match Finished,Arsenal,Luton,2,0,1035475
2024-04-03 11:30:00,Football,39,Match Finished,Brentford,Brighton,0,0,1035476
2024-04-03 12:15:00,Football,39,Match Finished,Manchester City,Aston Villa,4,1,1035483
2024-04-04 11:30:00,Football,39,Match Finished,Liverpool,Sheffield Utd,3,1,1035482
2024-04-04 12:15:00,Football,39,Match Finished,Chelsea,Manchester United,4,3,1035480
2024-04-06 04:30:00,Football,39,Match Finished,Crystal Palace,Manchester City,2,4,1035486
2024-04-06 07:00:00,Football,39,Match Finished,Fulham,Newcastle,0,1,1035488
2024-04-06 07:00:00,Football,39,Match Finished,Wolves,West Ham,1,2,1035493
2024-04-06 07:00:00,Football,39,Match Finished,Everton,Burnley,1,0,1035487
2024-04-06 07:00:00,Football,39,Match Finished,Aston Villa,Brentford,3,3,1035484
2024-04-06 07:00:00,Football,39,Match Finished,Luton,Bournemouth,2,1,1035489
2024-04-06 09:30:00,Football,39,Match Finished,Brighton,Arsenal,0,3,1035485
